Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2010000,2.7408664,101.81818181818181,0.015064572,0.8763636323538694,0.8763636323538694,1.0
2020000,2.7485065,284.875,-0.038702045,0.6343749845400453,0.6343749845400453,1.0
2030000,2.7232547,784.7391304347826,-0.040539186,0.321499977260828,0.321499977260828,1.0
2040000,2.720312,320.45,-0.003299298,-0.24900001953497078,-0.24900001953497078,1.0
2050000,2.6892285,401.25,-0.013652657,0.3058749958872795,0.3058749958872795,1.0
2060000,2.694772,599.1111111111111,-0.012876335,-0.16000003346966374,-0.16000003346966374,1.0
2070000,2.6966953,570.1304347826087,-0.021768132,-0.14626089062379755,-0.14626089062379755,1.0
2080000,2.6867409,421.5,-0.01865227,0.2652857050831829,0.2652857050831829,1.0
2090000,2.631676,707.4375,-0.0051601767,-0.5323750248644501,-0.5323750248644501,1.0
2100000,2.6226568,530.3529411764706,-0.018847078,0.018235274535768172,0.018235274535768172,1.0
2110000,2.6251528,628.8947368421053,-0.03149781,-0.14215791794030289,-0.14215791794030289,1.0
2120000,2.6200566,598.9230769230769,-0.047659244,-0.36030771554662633,-0.36030771554662633,1.0
2130000,2.616574,747.7692307692307,-0.05663161,-0.6900769666983531,-0.6900769666983531,1.0
2140000,2.600319,643.15,-0.048685487,-0.41005002688616515,-0.41005002688616515,1.0
2150000,2.5850213,452.88235294117646,-0.05599389,0.1809999820064096,0.1809999820064096,1.0
2160000,2.6179874,629.0666666666667,-0.04291587,-0.4811333661278089,-0.4811333661278089,1.0
2170000,2.6026404,558.6538461538462,-0.0425605,-0.15176002576947212,-0.15176002576947212,1.0
2180000,2.5970864,427.4,-0.049871143,0.1986363445493308,0.1986363445493308,1.0
2190000,2.564208,702.6666666666666,-0.03069785,-0.5078333761129115,-0.5078333761129115,1.0
2200000,2.5597708,506.85714285714283,-0.0085670585,-0.0319524011796429,-0.0319524011796429,1.0
2210000,2.5374827,574.0,-0.008068703,0.0013749829959124327,0.0013749829959124327,1.0
2220000,2.540016,547.9333333333333,-0.028538734,-0.06266669631004333,-0.06266669631004333,1.0
2230000,2.544734,653.8095238095239,-0.0341076,-0.48452385213403476,-0.48452385213403476,1.0
2240000,2.5670328,384.5,-0.035745807,0.2532499844674021,0.2532499844674021,1.0
2250000,2.5784063,660.5,-0.038074523,-0.4836875314358622,-0.4836875314358622,1.0
2260000,2.5752416,586.0909090909091,-0.055621404,-0.3393182075497779,-0.3393182075497779,1.0
2270000,2.5399623,509.7142857142857,-0.062708326,-0.2543571641934769,-0.2543571641934769,1.0
2280000,2.5573215,716.625,-0.038097538,-0.4623125335201621,-0.4623125335201621,1.0
2290000,2.584157,461.8181818181818,-0.018099228,0.13409089330922475,0.13409089330922475,1.0
2300000,2.5817041,673.4615384615385,-0.032643758,-0.4284615639883738,-0.4284615639883738,1.0
2310000,2.5905476,507.04347826086956,-0.04681516,-0.038739148527383804,-0.038739148527383804,1.0
2320000,2.608662,534.1666666666666,-0.037781283,-0.21783336479630735,-0.21783336479630735,1.0
2330000,2.580753,592.6153846153846,-0.054745693,-0.3770769556554464,-0.3770769556554464,1.0
2340000,2.5967753,666.7333333333333,-0.065314405,-0.6298000377913316,-0.6298000377913316,1.0
2350000,2.5939739,614.85,-0.081761524,-0.5350000340491533,-0.5350000340491533,1.0
2360000,2.5563898,547.7142857142857,-0.07648216,-0.31364288021411213,-0.31364288021411213,1.0
2370000,2.6026733,696.875,-0.08083428,-0.6504375303629786,-0.6504375303629786,1.0
2380000,2.614138,543.2307692307693,-0.0675817,-0.04884618162535704,-0.04884618162535704,1.0
2390000,2.5739179,507.4166666666667,-0.049755946,0.2063333202774326,0.2063333202774326,1.0
2400000,2.6339974,532.375,-0.05032501,-0.008125029969960451,-0.008125029969960451,1.0
2410000,2.595112,601.3181818181819,-0.047851864,-0.2602273047986356,-0.2602273047986356,1.0
2420000,2.6150918,519.5294117647059,-0.041981902,-0.08405885034624268,-0.08405885034624268,1.0
2430000,2.6079488,541.3333333333334,-0.009219119,-0.12326088742069576,-0.12326088742069576,1.0
2440000,2.597233,360.3157894736842,0.0076626684,0.2824999852105975,0.2824999852105975,1.0
2450000,2.5788355,587.5263157894736,-0.01982655,0.0019411595866960637,0.0019411595866960637,1.0
2460000,2.6011298,483.5,-0.0020657163,-0.09405556921329764,-0.09405556921329764,1.0
2470000,2.622298,663.0526315789474,0.004294019,-0.41121055813212143,-0.41121055813212143,1.0
2480000,2.623214,530.5,0.001580213,0.05582351018400753,0.05582351018400753,1.0
2490000,2.6609566,468.2,-0.01296194,0.09614283697945732,0.09614283697945732,1.0
2500000,2.6549227,408.5217391304348,-0.010831797,0.24614999033510684,0.24614999033510684,1.0
2510000,2.6607006,657.3125,-0.02812046,-0.3490526587947419,-0.3490526587947419,1.0
2520000,2.6246195,677.8666666666667,-0.03341006,-0.3285000372145857,-0.3285000372145857,1.0
2530000,2.6548498,430.0,-0.019852595,0.03452172065558641,0.03452172065558641,1.0
2540000,2.6700687,540.2631578947369,-0.010473596,-0.1700526607271872,-0.1700526607271872,1.0
2550000,2.6750586,526.7333333333333,-0.0074476977,-0.0896666889389356,-0.0896666889389356,1.0
2560000,2.6938317,634.0526315789474,-0.01874188,-0.31063161339414747,-0.31063161339414747,1.0
2570000,2.679562,463.64,0.00792259,0.14903997585177423,0.14903997585177423,1.0
2580000,2.6773524,362.2631578947368,0.014600673,0.3554736724809596,0.3554736724809596,1.0
2590000,2.6085563,554.625,0.011936167,-0.13787502935156226,-0.13787502935156226,1.0
2600000,2.6150022,437.8095238095238,0.033423852,0.21019046097284272,0.21019046097284272,1.0
2610000,2.648569,549.0,0.020806821,-0.1687778044078085,-0.1687778044078085,1.0
2620000,2.6463337,580.5714285714286,0.019178277,-0.23053574362503632,-0.23053574362503632,1.0
2630000,2.6350303,442.89473684210526,0.023784038,0.1522105108750494,0.1522105108750494,1.0
2640000,2.6291814,489.1764705882353,0.026361877,0.03218747675418854,0.03218747675418854,1.0
2650000,2.6424763,608.5238095238095,0.026385931,-0.15427275696261364,-0.15427275696261364,1.0
2660000,2.6311114,569.75,-0.0034824463,-0.18141669407486916,-0.18141669407486916,1.0
2670000,2.636514,706.1428571428571,-0.014755231,-0.5637143030762672,-0.5637143030762672,1.0
2680000,2.6338818,673.3846153846154,-0.021576408,-0.4646923410204741,-0.4646923410204741,1.0
2690000,2.5990434,412.10526315789474,-0.024258476,0.21189472138097412,0.21189472138097412,1.0
2700000,2.5684445,650.0625,-0.03696211,-0.10731252608820796,-0.10731252608820796,1.0
2710000,2.5507553,447.42857142857144,-0.033476725,0.12361902069477808,0.12361902069477808,1.0
2720000,2.5556953,574.0,-0.019213298,-0.16788891268273196,-0.16788891268273196,1.0
2730000,2.6043024,497.68,-0.014485244,-0.009880031049251557,-0.009880031049251557,1.0
2740000,2.6507277,374.4736842105263,-0.009557444,0.27136841161470665,0.27136841161470665,1.0
2750000,2.6657073,646.9375,-0.02482468,-0.24821431083338602,-0.24821431083338602,1.0
2760000,2.6656752,541.047619047619,-0.013367832,-0.09026090136688689,-0.09026090136688689,1.0
2770000,2.6650858,516.3684210526316,-0.018726885,-0.00663159493553011,-0.00663159493553011,1.0
2780000,2.6244674,485.57142857142856,0.0115260985,0.1003999749198556,0.1003999749198556,1.0
2790000,2.6571662,484.5217391304348,-0.011837186,0.03824997631212076,0.03824997631212076,1.0
2800000,2.6431546,477.47058823529414,-0.00069123507,0.2679411499377559,0.2679411499377559,1.0
2810000,2.6332176,443.84615384615387,0.013795666,0.14480767126839894,0.14480767126839894,1.0
2820000,2.6259031,401.0833333333333,0.02299029,0.3079166488411526,0.3079166488411526,1.0
2830000,2.5944276,518.1578947368421,0.024130132,0.046052606286186924,0.046052606286186924,1.0
2840000,2.6269581,440.6875,-0.0033014056,0.261249985313043,0.261249985313043,1.0
2850000,2.5998921,757.3125,-0.0127702765,-0.7676875432953238,-0.7676875432953238,1.0
2860000,2.5890813,569.7058823529412,-0.025701622,-0.02864708356997546,-0.02864708356997546,1.0
2870000,2.6150649,631.25,-0.026633533,-0.22143753431737423,-0.22143753431737423,1.0
2880000,2.580397,489.1764705882353,-0.0194953,0.05452938947607489,0.05452938947607489,1.0
2890000,2.549561,537.1428571428571,-0.012710087,-0.0268571719172455,-0.0268571719172455,1.0
2900000,2.519958,449.61538461538464,0.017456869,0.19838459202303335,0.19838459202303335,1.0
2910000,2.5695515,469.6470588235294,-0.0003684859,0.17723526915206628,0.17723526915206628,1.0
2920000,2.5489435,458.5238095238095,0.010417213,0.09285712100210644,0.09285712100210644,1.0
2930000,2.5962772,721.2,-0.004907283,-0.5655333762367566,-0.5655333762367566,1.0
2940000,2.5875916,525.7777777777778,-0.009296619,0.0680555295613077,0.0680555295613077,1.0
2950000,2.5740807,673.5333333333333,0.00088841864,-0.15133337179819742,-0.15133337179819742,1.0
2960000,2.5627282,395.55172413793105,0.004031772,0.25637929514050484,0.25637929514050484,1.0
2970000,2.553273,474.0,-0.019384261,0.1074285547115973,0.1074285547115973,1.0
2980000,2.5348732,737.8666666666667,-0.027726118,-0.6269333750009537,-0.6269333750009537,1.0
2990000,2.5286348,545.1363636363636,-0.032077394,-0.22959094308316708,-0.22959094308316708,1.0
3000000,2.5395644,365.52941176470586,-0.016565504,0.3456470383440747,0.3456470383440747,1.0
3010000,2.5179932,622.625,0.012271847,-0.3361363881690936,-0.3361363881690936,1.0
3020000,2.5935204,470.3333333333333,0.012778638,0.09029998239129781,0.09029998239129781,1.0
3030000,2.5839043,444.5,-0.00048817444,0.2388333131869634,0.2388333131869634,1.0
3040000,2.5451345,550.6666666666666,0.011040205,-0.03800002698387418,-0.03800002698387418,1.0
3050000,2.5655363,561.8333333333334,-0.011133231,-0.09147061648614266,-0.09147061648614266,1.0
3060000,2.6109066,607.2142857142857,-0.015900258,-0.13713336015741032,-0.13713336015741032,1.0
3070000,2.614167,756.8461538461538,-0.038144283,-0.579461579139416,-0.579461579139416,1.0
3080000,2.5621834,666.7647058823529,-0.024105363,-0.45070591897648926,-0.45070591897648926,1.0
3090000,2.517163,642.0,-0.02748163,-0.2180833692351977,-0.2180833692351977,1.0
3100000,2.5103436,552.1904761904761,-0.021922877,-0.1648095537509237,-0.1648095537509237,1.0
3110000,2.4981768,482.9259259259259,-0.011636066,0.05347997367382049,0.05347997367382049,1.0
3120000,2.5625188,671.2222222222222,-0.025341785,-0.22127275812354955,-0.22127275812354955,1.0
3130000,2.545958,545.6666666666666,-0.01399583,-0.011266700426737468,-0.011266700426737468,1.0
3140000,2.5687559,729.6842105263158,-0.03495549,-0.49933337006304,-0.49933337006304,1.0
3150000,2.5519924,414.9047619047619,-0.0252914,0.2258181641386314,0.2258181641386314,1.0
3160000,2.5534854,509.8,0.0046679005,0.09239996448159218,0.09239996448159218,1.0
3170000,2.5548863,499.05,0.017647943,-0.027950028516352178,-0.027950028516352178,1.0
3180000,2.5776312,457.7647058823529,0.0052268025,0.3202352747321129,0.3202352747321129,1.0
3190000,2.5533664,528.96,0.0028733278,0.022959971427917482,0.022959971427917482,1.0
3200000,2.558877,572.2222222222222,-0.010479062,-0.21688891554044354,-0.21688891554044354,1.0
3210000,2.5480485,468.5,-0.028417444,0.14566664770245552,0.14566664770245552,1.0
3220000,2.5428386,725.1428571428571,-0.029919835,-0.44304765725419637,-0.44304765725419637,1.0
3230000,2.5480063,377.0625,-0.029073792,0.24793748534284532,0.24793748534284532,1.0
3240000,2.5389054,543.4761904761905,-0.017224979,0.008809495185102736,0.008809495185102736,1.0
3250000,2.5189424,594.9,-0.015310534,-0.22735002823174,-0.22735002823174,1.0
3260000,2.5786788,548.9285714285714,-0.015433819,-0.06735717132687569,-0.06735717132687569,1.0
3270000,2.5727828,433.5357142857143,-0.005327596,0.18685711986784423,0.18685711986784423,1.0
3280000,2.5513284,436.1818181818182,0.007867156,0.1424999814480543,0.1424999814480543,1.0
3290000,2.63347,504.0769230769231,-0.020188924,0.15076921364435783,0.15076921364435783,1.0
3300000,2.5796328,699.0,0.0004383313,-0.4459091272543777,-0.4459091272543777,1.0
3310000,2.6324675,392.75,-0.01006745,0.2817499851807952,0.2817499851807952,1.0
3320000,2.6512854,434.1111111111111,-0.021175703,0.46566663682460785,0.46566663682460785,1.0
3330000,2.6494458,687.6818181818181,0.0033957348,-0.4580454948273572,-0.4580454948273572,1.0
3340000,2.6567428,474.0625,0.014884439,0.08137497748248279,0.08137497748248279,1.0
3350000,2.6514285,571.5714285714286,0.0021980987,-0.015214317345193453,-0.015214317345193453,1.0
3360000,2.5804436,463.25,0.018566368,0.11010712079171624,0.11010712079171624,1.0
3370000,2.6262643,530.7619047619048,-0.0033448972,0.043047587076822914,0.043047587076822914,1.0
3380000,2.614808,492.90909090909093,0.009218302,0.09290906346657059,0.09290906346657059,1.0
3390000,2.6317737,635.65,0.0011873033,-0.31990003064274786,-0.31990003064274786,1.0
3400000,2.561655,489.5217391304348,0.01092427,0.1435651981636234,0.1435651981636234,1.0
3410000,2.5177073,493.8125,0.034712713,0.21949997544288635,0.21949997544288635,1.0
3420000,2.5796208,509.68,0.032908,0.1261199750006199,0.1261199750006199,1.0
3430000,2.5695791,430.90909090909093,0.022533374,0.3095908849076791,0.3095908849076791,1.0
3440000,2.5358224,564.4666666666667,-0.0015421142,-0.11757145289863859,-0.11757145289863859,1.0
3450000,2.5979335,524.0,-0.012169749,-0.0851538937825423,-0.0851538937825423,1.0
3460000,2.6022024,713.0,-0.006833621,-0.5080526694655418,-0.5080526694655418,1.0
3470000,2.5878618,634.4375,-0.017116304,-0.20943752932362258,-0.20943752932362258,1.0
3480000,2.5904827,629.4705882352941,-0.01540355,-0.1390000358223915,-0.1390000358223915,1.0
3490000,2.6108057,563.1538461538462,-0.007499372,-0.05561541078182367,-0.05561541078182367,1.0
3500000,2.6324403,554.5555555555555,-0.016418193,0.009777751233842637,0.009777751233842637,1.0
3510000,2.6178565,615.6190476190476,-0.01612119,-0.15923812861243883,-0.15923812861243883,1.0
3520000,2.6582088,519.1052631578947,-0.03528414,-0.12821055380137344,-0.12821055380137344,1.0
3530000,2.6524634,680.8,-0.050638486,-0.5134000334888696,-0.5134000334888696,1.0
3540000,2.632645,695.1764705882352,-0.020271083,-0.4172941573402461,-0.4172941573402461,1.0
3550000,2.5855238,583.9047619047619,-0.0066525675,-0.14114289003468694,-0.14114289003468694,1.0
3560000,2.6090703,550.9411764705883,-0.014028199,0.1513529167894055,0.1513529167894055,1.0
3570000,2.6656055,477.5,-0.02521869,-0.009428596922329493,-0.009428596922329493,1.0
3580000,2.6536608,714.7222222222222,-0.022288421,-0.4643333740532398,-0.4643333740532398,1.0
3590000,2.659627,624.0555555555555,-0.02465897,-0.1636111427926355,-0.1636111427926355,1.0
3600000,2.6287336,512.0714285714286,-0.014205646,-0.05421430777226176,-0.05421430777226176,1.0
3610000,2.6533597,674.8333333333334,-0.030051755,-0.2760555911809206,-0.2760555911809206,1.0
3620000,2.622296,608.0769230769231,-0.028759172,-0.15538464543911126,-0.15538464543911126,1.0
3630000,2.628968,571.7272727272727,-0.019340472,-0.19704765400716237,-0.19704765400716237,1.0
3640000,2.5857444,413.23809523809524,-0.0059013846,0.2504999747669155,0.2504999747669155,1.0
3650000,2.6029804,597.8666666666667,-0.029397761,-0.15953337152798971,-0.15953337152798971,1.0
3660000,2.5985749,589.1764705882352,-0.013453682,-0.11694120396586026,-0.11694120396586026,1.0
3670000,2.5846586,670.5294117647059,-0.022313926,-0.36594121223863435,-0.36594121223863435,1.0
3680000,2.5826104,645.2307692307693,-0.03489373,-0.39676926743525726,-0.39676926743525726,1.0
3690000,2.5775547,609.1666666666666,-0.025979152,-0.24722224949962562,-0.24722224949962562,1.0
3700000,2.5390499,469.2083333333333,-0.015262929,0.06391664361581206,0.06391664361581206,1.0
3710000,2.5783482,544.3888888888889,-0.012311144,-0.1160000345359246,-0.1160000345359246,1.0
3720000,2.5653534,492.95454545454544,-0.0018707614,0.11114283118929182,0.11114283118929182,1.0
3730000,2.5658865,452.42105263157896,0.0019936133,0.142849974706769,0.142849974706769,1.0
3740000,2.571947,807.4,-0.022335041,-0.7240000396966935,-0.7240000396966935,1.0
3750000,2.5541725,640.0,-0.02762713,-0.2076154199357216,-0.2076154199357216,1.0
3760000,2.5487466,683.1363636363636,-0.023382418,-0.5135000419210304,-0.5135000419210304,1.0
3770000,2.5405777,365.57142857142856,-0.02397984,0.3148461322371776,0.3148461322371776,1.0
3780000,2.5679662,607.375,-0.023098417,-0.13164709004409172,-0.13164709004409172,1.0
3790000,2.573015,565.7857142857143,-0.024847385,-0.00966669296224912,-0.00966669296224912,1.0
3800000,2.5821211,603.4666666666667,-0.037624568,-0.1662667083243529,-0.1662667083243529,1.0
3810000,2.548877,613.15,-0.02254172,-0.33050003834068775,-0.33050003834068775,1.0
3820000,2.585438,430.55555555555554,-0.012642227,0.21783331202136147,0.21783331202136147,1.0
3830000,2.60239,521.1904761904761,-0.0016904126,-0.013095275631972722,-0.013095275631972722,1.0
3840000,2.5716617,561.5,0.0007018891,-0.03930003624409437,-0.03930003624409437,1.0
3850000,2.6112597,609.6363636363636,-0.013387911,-0.19490912455049428,-0.19490912455049428,1.0
3860000,2.5921254,620.0526315789474,-0.023468133,-0.38310530115115016,-0.38310530115115016,1.0
3870000,2.5746334,615.6666666666666,-0.021507552,-0.2437333675722281,-0.2437333675722281,1.0
3880000,2.5548234,857.3,-0.014850362,-0.8093000505119562,-0.8093000505119562,1.0
3890000,2.5866344,517.2666666666667,-0.018109463,-0.03413335954149564,-0.03413335954149564,1.0
3900000,2.6079721,391.3333333333333,-0.022977145,0.19999998127636703,0.19999998127636703,1.0
3910000,2.5974004,531.0,-0.026997885,-0.06775003205984831,-0.06775003205984831,1.0
3920000,2.5606694,529.5833333333334,-0.019604828,-0.020240027457475662,-0.020240027457475662,1.0
3930000,2.6358848,517.35,-0.019115258,-0.11450002919882536,-0.11450002919882536,1.0
3940000,2.6216528,425.3333333333333,-0.015297868,0.26766665528217953,0.26766665528217953,1.0
3950000,2.6151538,531.6923076923077,-0.0019775971,-0.08315387454170448,-0.08315387454170448,1.0
3960000,2.5986552,544.4444444444445,-0.008937325,-0.05988892664511999,-0.05988892664511999,1.0
3970000,2.6199555,501.8333333333333,-0.030446738,0.0501111006985108,0.0501111006985108,1.0
3980000,2.656599,524.4761904761905,-0.04022391,-0.06419050214546067,-0.06419050214546067,1.0
3990000,2.6297238,555.55,0.001973259,-0.025526345952561025,-0.025526345952561025,1.0
4000000,2.6199093,525.8333333333334,0.009582499,-0.05294740023581605,-0.05294740023581605,1.0
4010000,2.6572819,514.0,0.014058316,0.13809997383505107,0.13809997383505107,1.0
4020000,2.6619842,332.29411764705884,0.0017872202,0.43076469332856293,0.43076469332856293,1.0
4030000,2.6598728,518.8076923076923,0.023366276,-0.10653849189671186,-0.10653849189671186,1.0
4040000,2.655984,433.8181818181818,0.034994587,0.27086361429908057,0.27086361429908057,1.0
4050000,2.6831443,474.05,0.018116126,0.11194442729983065,0.11194442729983065,1.0
4060000,2.6867328,593.4444444444445,0.001536726,-0.11175002790987491,-0.11175002790987491,1.0
4070000,2.696165,610.9285714285714,-0.0059431745,-0.15942860580980778,-0.15942860580980778,1.0
4080000,2.684233,524.0555555555555,0.005663184,-0.10877779933313529,-0.10877779933313529,1.0
4090000,2.6792965,445.25925925925924,0.009919905,0.1769615188241005,0.1769615188241005,1.0
4100000,2.674513,457.3,0.0075764875,0.14952378542650313,0.14952378542650313,1.0
4110000,2.683763,520.0526315789474,0.0048675486,0.024473655968904495,0.024473655968904495,1.0
4120000,2.6640596,599.9444444444445,0.004123905,-0.08261114069157177,-0.08261114069157177,1.0
4130000,2.6619713,483.4117647058824,0.0001237924,0.1254117368336986,0.1254117368336986,1.0
4140000,2.667661,529.5416666666666,0.00845477,0.052999972365796566,0.052999972365796566,1.0
4150000,2.7013977,502.125,-0.001844192,0.017374966060742736,0.017374966060742736,1.0
4160000,2.7050078,683.4666666666667,-0.0048288205,-0.30626670171817144,-0.30626670171817144,1.0
4170000,2.6817167,521.7272727272727,0.013043404,0.023636328903111545,0.023636328903111545,1.0
4180000,2.7361898,475.47058823529414,-0.006965943,0.08949997182935476,0.08949997182935476,1.0
4190000,2.744214,711.5,-0.0036075844,-0.25347062353702154,-0.25347062353702154,1.0
4200000,2.7329016,566.6470588235294,-0.010292064,0.013823497821302974,0.013823497821302974,1.0
4210000,2.693117,519.6470588235294,0.00393687,-0.051882373278631884,-0.051882373278631884,1.0
4220000,2.7282398,541.72,0.012731889,0.09420830632249515,0.09420830632249515,1.0
4230000,2.7039092,393.85,0.028564239,0.3181428371795586,0.3181428371795586,1.0
4240000,2.701136,494.5,0.019500071,0.11086361364207485,0.11086361364207485,1.0
4250000,2.7096763,458.8235294117647,0.0061593642,-0.033705907928593015,-0.033705907928593015,1.0
4260000,2.7114,539.0,0.009300996,0.013315778617796144,0.013315778617796144,1.0
4270000,2.6757865,603.125,0.010219277,-0.24488238793085604,-0.24488238793085604,1.0
4280000,2.6858697,579.1875,0.010823535,0.12024997267872095,0.12024997267872095,1.0
4290000,2.7127242,530.25,0.009546299,0.08537497976794839,0.08537497976794839,1.0
4300000,2.7400126,618.5,-0.0027184372,-0.2383333652590712,-0.2383333652590712,1.0
4310000,2.752334,498.2916666666667,0.0048191138,0.18173910807008328,0.18173910807008328,1.0
4320000,2.7439058,471.55,0.025978955,0.13423807688412212,0.13423807688412212,1.0
4330000,2.7817178,375.69565217391306,-0.0031010415,0.4036521550429904,0.4036521550429904,1.0
4340000,2.8014302,574.0,-0.007884343,-0.2011428927736623,-0.2011428927736623,1.0
4350000,2.7997794,688.625,-0.012464511,-0.29825003421865404,-0.29825003421865404,1.0
4360000,2.791818,565.7222222222222,0.010984226,-0.012611128803756502,-0.012611128803756502,1.0
4370000,2.788992,619.2105263157895,0.005378684,-0.24436845022596812,-0.24436845022596812,1.0
4380000,2.7997086,634.6428571428571,0.0032079772,-0.06364289218825954,-0.06364289218825954,1.0
4390000,2.8002977,785.3636363636364,-0.01936642,-0.6567273214459419,-0.6567273214459419,1.0
4400000,2.7757616,531.695652173913,-0.012578828,0.026956494735634846,0.026956494735634846,1.0
4410000,2.768889,485.05263157894734,0.010540057,0.07521050658665206,0.07521050658665206,1.0
4420000,2.776068,473.8888888888889,0.010470463,0.1260555343081554,0.1260555343081554,1.0
4430000,2.7705202,642.35,-0.013787291,-0.3180500311776996,-0.3180500311776996,1.0
4440000,2.7578573,553.0833333333334,-0.007094544,-0.09316669590771198,-0.09316669590771198,1.0
4450000,2.7721632,656.9411764705883,-0.021931885,-0.2920000268255963,-0.2920000268255963,1.0
4460000,2.7564816,564.2173913043479,-0.019211007,-0.040739155819882515,-0.040739155819882515,1.0
4470000,2.7432692,512.0714285714286,0.0014274498,0.07349997971739088,0.07349997971739088,1.0
4480000,2.7387238,604.125,-0.006359181,-0.1254375339485705,-0.1254375339485705,1.0
4490000,2.7598355,691.6666666666666,-0.0067191846,-0.43350003928773934,-0.43350003928773934,1.0
4500000,2.742287,453.2631578947368,-0.0039976416,0.18994734455880366,0.18994734455880366,1.0
4510000,2.741289,481.6363636363636,0.0022916119,0.13922724635763603,0.13922724635763603,1.0
4520000,2.7517166,623.4117647058823,-0.012433814,-0.248705915230162,-0.248705915230162,1.0
4530000,2.7312596,541.5454545454545,-0.015559856,0.06418178975582123,0.06418178975582123,1.0
